zone,shift_type,avg_weekly_income,rain_intensity,traffic_congestion,aqi_level,uv_index,claim_count,total_payout_history,actual_loss
Marathahalli,Night,6791.75,3.09,0.1976,72.8,12.0,4,1736.55,635.73
Jayanagar,Peak,8559.51,1.14,0.1851,70.6,1.0,0,0.0,191.51
Yelahanka,Morning,3754.14,2.91,0.5626,163.0,10.0,0,0.0,378.21
HSR Layout,Peak,7706.86,0.74,0.6616,137.8,4.0,1,493.54,369.45
Indiranagar,Peak,6457.04,1.77,0.2484,117.1,7.0,1,478.15,291.22
Whitefield,Night,7311.04,6.89,0.5649,128.6,5.0,0,0.0,346.5
Electronic City,Peak,7221.36,0.43,0.4082,142.1,2.0,3,1463.71,365.4
HSR Layout,Morning,7251.4,1.47,0.3152,138.6,8.0,2,870.18,370.5
Jayanagar,Morning,8231.4,5.16,0.03,44.7,2.0,3,1253.47,273.77
Marathahalli,Night,5869.65,10.47,0.1363,180.8,11.0,0,0.0,719.51
Koramangala,Morning,8138.16,1.82,0.2027,184.2,8.0,2,770.17,464.7
Jayanagar,Peak,9465.05,2.12,0.204,210.5,13.0,6,3531.36,919.07
Marathahalli,Morning,4179.72,2.55,0.5162,199.6,11.0,2,653.33,605.24
Indiranagar,Night,5438.92,8.08,0.11,191.1,2.0,0,0.0,489.81
Jayanagar,Peak,5522.93,5.86,0.5201,105.7,11.0,8,4350.23,547.8
Yelahanka,Night,4815.91,0.56,0.2567,135.1,5.0,1,444.83,170.19
Koramangala,Peak,6050.6,1.72,0.3258,178.3,4.0,3,1259.95,480.53
Marathahalli,Morning,9066.24,1.87,0.0753,30.0,1.0,0,0.0,305.17
Marathahalli,Night,9895.17,4.67,0.1325,109.1,12.0,2,1247.92,772.55
Marathahalli,Night,7212.35,2.77,0.2957,34.7,8.0,4,1723.65,324.67
Indiranagar,Peak,6351.53,3.19,0.2521,134.0,10.0,1,526.43,409.55
Jayanagar,Night,8605.85,18.96,0.2367,183.3,12.0,0,0.0,874.01
Indiranagar,Peak,2272.06,0.23,0.0976,120.9,3.0,0,0.0,162.93
Electronic City,Peak,4889.64,0.76,0.4519,91.5,13.0,0,0.0,554.31
Whitefield,Peak,2356.74,1.57,0.0353,134.2,4.0,1,448.81,204.31
Whitefield,Peak,4868.6,1.28,0.5667,140.6,4.0,2,1004.48,316.94
Electronic City,Morning,5465.96,0.07,0.4053,144.1,5.0,0,0.0,203.27
Jayanagar,Peak,9955.36,0.29,0.1663,59.3,3.0,0,0.0,250.4
Yelahanka,Night,2000.0,3.43,0.3111,132.2,9.0,1,343.46,149.13
Indiranagar,Morning,6166.59,6.34,0.6108,129.2,4.0,1,412.92,360.45
Koramangala,Night,8239.13,2.17,0.3704,167.4,10.0,2,906.03,586.06
Marathahalli,Morning,7821.46,2.32,0.2622,116.2,11.0,2,800.21,653.8
Marathahalli,Peak,9923.48,0.88,0.654,218.7,11.0,4,1558.96,812.11
Jayanagar,Morning,7322.1,4.38,0.5216,124.1,4.0,0,0.0,295.96
Yelahanka,Morning,7748.56,4.18,0.3443,96.1,6.0,1,623.71,372.77
Whitefield,Night,3322.99,2.66,0.2199,69.8,8.0,1,603.88,136.56
Whitefield,Night,5023.46,0.72,0.0533,94.3,13.0,0,0.0,612.57
Marathahalli,Peak,3434.59,0.31,0.1854,80.1,7.0,1,677.16,142.98
Jayanagar,Morning,8145.22,0.2,0.1131,112.2,4.0,3,1376.09,213.15
Indiranagar,Morning,7697.38,2.69,0.086,204.3,4.0,0,0.0,470.41
Whitefield,Morning,7627.08,5.23,0.2249,47.0,5.0,0,0.0,363.82
Indiranagar,Peak,5237.13,5.86,0.4095,50.5,10.0,2,1188.65,501.54
Yelahanka,Peak,5054.1,1.87,0.137,108.3,5.0,2,1053.76,160.03
Whitefield,Peak,7418.89,4.6,0.2539,51.9,12.0,1,618.2,671.69
Whitefield,Peak,5661.23,8.81,0.3529,70.9,1.0,2,970.45,329.08
HSR Layout,Peak,4959.19,0.97,0.3751,137.0,13.0,5,1800.57,667.03
Whitefield,Night,5983.22,1.52,0.1149,117.4,8.0,0,0.0,201.51
Electronic City,Morning,5678.52,8.04,0.4366,141.9,10.0,0,0.0,509.98
Koramangala,Morning,5266.55,1.24,0.4531,149.6,13.0,0,0.0,783.78
Electronic City,Morning,4548.46,7.36,0.4108,187.1,5.0,2,975.26,278.23
Jayanagar,Morning,7897.38,11.9,0.2137,139.0,3.0,1,499.74,410.86
Jayanagar,Morning,10112.1,3.25,0.5206,180.2,3.0,7,4372.58,624.83
Indiranagar,Morning,6921.99,5.09,0.1083,125.4,4.0,2,1100.71,301.66
Electronic City,Morning,7444.87,4.15,0.4984,139.5,12.0,1,534.66,723.25
Electronic City,Morning,8072.76,3.61,0.0463,138.9,7.0,0,0.0,364.55
Electronic City,Night,7733.13,1.1,0.5355,134.2,5.0,1,413.53,344.21
Yelahanka,Morning,5306.18,0.18,0.0702,130.3,1.0,0,0.0,202.04
Whitefield,Night,10439.69,1.26,0.1326,211.0,12.0,4,2616.24,986.53
Koramangala,Peak,5485.38,3.3,0.2567,154.9,13.0,1,521.06,726.65
Indiranagar,Morning,8296.18,0.32,0.3611,97.6,5.0,0,0.0,252.14
Electronic City,Peak,8060.38,0.04,0.1682,237.2,5.0,1,446.51,410.23
Electronic City,Peak,3083.12,0.45,0.0778,101.1,6.0,0,0.0,54.19
HSR Layout,Peak,6282.31,3.77,0.0331,119.7,7.0,1,437.4,279.81
Indiranagar,Night,7113.26,10.81,0.3254,78.5,5.0,0,0.0,385.33
Electronic City,Peak,7266.3,12.24,0.2546,155.9,13.0,2,777.29,920.63
Indiranagar,Peak,7602.84,2.04,0.7726,204.5,11.0,1,457.76,777.18
Whitefield,Peak,8515.33,6.11,0.1669,45.4,2.0,1,517.84,333.29
HSR Layout,Morning,6984.97,4.0,0.4369,106.1,2.0,2,912.56,285.57
Indiranagar,Morning,7709.24,2.09,0.1652,175.8,13.0,0,0.0,758.07
Koramangala,Night,6910.09,2.55,0.1098,67.0,4.0,1,387.77,326.8
Koramangala,Night,4965.33,0.44,0.163,148.7,1.0,1,435.44,273.59
Jayanagar,Morning,7064.8,8.33,0.5077,54.9,7.0,1,650.57,326.83
HSR Layout,Night,8498.18,1.3,0.1547,140.4,13.0,6,2815.7,854.05
HSR Layout,Morning,9217.58,1.77,0.3747,123.9,1.0,0,0.0,323.06
Jayanagar,Peak,8074.63,3.34,0.2538,285.9,3.0,2,831.67,489.8
Indiranagar,Peak,9668.7,1.22,0.0973,157.2,10.0,1,484.14,542.52
HSR Layout,Night,7837.73,0.88,0.1841,20.0,7.0,1,458.35,281.17
Koramangala,Morning,8727.76,2.99,0.0906,116.3,11.0,2,1136.05,621.97
Koramangala,Morning,8874.78,0.08,0.0937,161.2,12.0,0,0.0,667.68
Electronic City,Night,6553.3,3.83,0.0811,99.3,12.0,2,1145.35,600.42
Whitefield,Morning,8452.01,2.16,0.2894,97.2,6.0,0,0.0,360.7
HSR Layout,Peak,5118.71,2.79,0.4925,99.6,7.0,1,643.19,218.09
Indiranagar,Night,7699.62,3.0,0.115,147.4,5.0,2,1088.61,444.13
Jayanagar,Night,8154.05,2.25,0.3663,57.2,8.0,0,0.0,340.69
Jayanagar,Morning,9102.19,2.62,0.0817,91.9,6.0,2,1206.8,383.12
Indiranagar,Night,8641.52,3.45,0.2334,171.6,12.0,0,0.0,835.06
Yelahanka,Morning,9128.23,4.2,0.3036,95.6,4.0,3,1713.23,375.68
Marathahalli,Morning,6801.24,3.9,0.4936,92.7,11.0,1,395.78,495.24
Whitefield,Morning,6309.21,6.11,0.1429,51.2,1.0,2,948.61,291.57
Jayanagar,Morning,6450.2,0.63,0.3374,152.3,2.0,4,2159.99,294.73
HSR Layout,Morning,7532.57,1.54,0.254,141.3,12.0,1,499.52,598.24
Whitefield,Night,3382.51,8.86,0.1852,168.6,6.0,0,0.0,285.74
HSR Layout,Peak,9663.51,1.52,0.0317,114.4,4.0,3,849.99,285.68
Yelahanka,Peak,7087.75,0.4,0.0995,135.8,3.0,0,0.0,293.48
Koramangala,Night,6170.0,2.24,0.127,135.4,7.0,2,803.65,258.31
Whitefield,Night,2000.0,0.35,0.0627,48.8,7.0,4,1324.35,122.02
Electronic City,Peak,6926.37,0.68,0.318,237.7,2.0,2,846.49,505.46
Jayanagar,Peak,6603.05,19.16,0.1441,168.9,8.0,0,0.0,460.46
Whitefield,Peak,5205.91,2.34,0.1292,123.9,11.0,0,0.0,458.5
Whitefield,Peak,5653.91,1.0,0.1275,108.8,1.0,0,0.0,238.08
Whitefield,Peak,6946.73,15.76,0.0425,186.2,11.0,1,432.93,760.87
Marathahalli,Morning,5823.53,10.19,0.3077,124.8,10.0,0,0.0,489.09
Whitefield,Night,8143.76,1.74,0.4748,165.7,7.0,3,1621.45,468.63
HSR Layout,Morning,5502.43,0.9,0.7652,91.1,10.0,1,512.4,362.06
Koramangala,Peak,7309.22,5.47,0.1392,76.2,12.0,5,2115.15,832.91
Yelahanka,Peak,9360.09,3.77,0.3733,111.9,1.0,3,1296.81,417.53
Indiranagar,Peak,6926.81,3.48,0.1671,120.5,13.0,4,2266.01,821.96
Whitefield,Morning,7711.95,6.71,0.3872,141.2,12.0,0,0.0,757.87
Jayanagar,Morning,7585.3,3.51,0.2076,193.3,3.0,1,408.27,478.18
Whitefield,Peak,7015.99,1.0,0.2442,175.6,3.0,0,0.0,318.74
Jayanagar,Morning,6865.99,3.55,0.2449,185.9,10.0,0,0.0,548.09
HSR Layout,Morning,5857.25,1.1,0.2722,83.4,2.0,2,929.76,163.43
Jayanagar,Peak,7302.02,4.27,0.4735,105.3,10.0,3,1711.26,600.65
Electronic City,Morning,6433.46,2.9,0.143,168.4,13.0,0,0.0,771.92
Indiranagar,Night,10092.18,0.24,0.2456,180.7,5.0,0,0.0,427.92
Koramangala,Night,8622.29,2.16,0.1375,157.1,4.0,0,0.0,434.23
Jayanagar,Night,4094.41,1.26,0.2249,91.9,13.0,3,1275.27,589.62
Jayanagar,Night,4205.68,1.2,0.2549,67.9,6.0,5,2426.73,129.29
Koramangala,Peak,6739.08,2.77,0.0714,131.6,2.0,0,0.0,285.6
Indiranagar,Peak,6209.39,1.17,0.6641,75.4,4.0,1,448.68,233.44
Whitefield,Peak,6633.61,4.5,0.3002,143.0,12.0,4,2198.62,750.99
Jayanagar,Night,8302.32,0.22,0.2285,182.5,7.0,0,0.0,369.36
Koramangala,Night,7631.47,3.24,0.3649,129.5,1.0,2,1298.0,403.89
Electronic City,Morning,7611.26,4.97,0.3123,54.7,13.0,0,0.0,690.59
Electronic City,Morning,9892.39,3.35,0.1631,94.5,11.0,1,477.36,596.86
HSR Layout,Night,4222.22,2.06,0.477,163.2,3.0,1,439.54,221.72
Koramangala,Night,7207.88,9.01,0.499,143.7,1.0,2,909.42,519.62
HSR Layout,Night,5841.89,1.07,0.152,147.7,2.0,0,0.0,206.0
Electronic City,Night,9870.87,0.06,0.1034,208.4,9.0,0,0.0,487.54
Indiranagar,Morning,2581.3,1.7,0.2168,137.5,10.0,0,0.0,376.79
Whitefield,Night,2669.04,0.1,0.262,135.9,5.0,1,620.11,119.57
Koramangala,Morning,7609.27,9.23,0.364,162.8,13.0,3,879.48,1052.5
Yelahanka,Night,9252.59,0.71,0.0528,61.3,4.0,3,1774.3,307.48
Electronic City,Night,8546.51,4.67,0.497,97.7,12.0,0,0.0,612.41
Electronic City,Night,5398.04,4.47,0.4315,83.1,4.0,3,1485.53,202.99
Yelahanka,Morning,10012.84,0.74,0.1678,152.7,8.0,0,0.0,336.39
Marathahalli,Morning,4537.06,2.91,0.4057,74.0,12.0,1,434.23,571.37
Electronic City,Peak,9614.97,0.15,0.5953,148.2,3.0,2,910.75,499.13
Jayanagar,Night,4801.54,1.98,0.244,109.2,12.0,0,0.0,466.4
Indiranagar,Peak,6296.35,0.04,0.4475,102.2,12.0,0,0.0,660.28
Koramangala,Peak,8278.54,7.62,0.4768,165.6,4.0,0,0.0,541.92
Yelahanka,Morning,4067.58,11.2,0.0997,53.4,2.0,2,807.06,237.75
Jayanagar,Morning,9938.05,0.75,0.2042,95.6,6.0,1,443.46,379.4
Yelahanka,Peak,6284.11,0.7,0.3638,266.5,12.0,1,447.02,650.54
Koramangala,Night,7274.55,4.2,0.3092,212.5,9.0,3,1431.43,618.77
HSR Layout,Morning,9324.4,0.88,0.374,29.3,12.0,2,727.16,723.4
Koramangala,Night,5413.75,6.76,0.1436,94.6,4.0,3,1360.83,327.92
Marathahalli,Night,9121.63,2.56,0.7948,123.1,11.0,1,462.84,693.53
Koramangala,Peak,10281.07,1.3,0.6243,49.4,6.0,0,0.0,505.83
Koramangala,Peak,5688.84,5.36,0.3599,220.9,4.0,0,0.0,543.99
Marathahalli,Peak,9738.78,2.04,0.38,121.5,2.0,2,943.78,431.32
Indiranagar,Peak,3478.84,7.28,0.6771,110.7,13.0,2,765.24,704.89
Electronic City,Morning,7779.2,7.89,0.4643,139.1,6.0,6,2943.4,557.49
Koramangala,Morning,4542.8,0.54,0.0421,138.3,12.0,0,0.0,549.44
Marathahalli,Peak,8885.14,0.01,0.0882,77.3,7.0,0,0.0,272.1
Jayanagar,Morning,8720.91,12.39,0.2931,185.8,4.0,0,0.0,466.01
HSR Layout,Peak,11154.76,7.1,0.2551,128.1,12.0,0,0.0,730.02
HSR Layout,Night,9842.57,0.17,0.4321,185.4,11.0,1,394.8,646.91
Koramangala,Night,6668.46,5.37,0.525,91.2,7.0,6,2647.1,458.53
Indiranagar,Night,4836.51,1.84,0.2205,30.2,13.0,1,516.46,578.39
Indiranagar,Peak,8131.37,0.9,0.071,191.9,11.0,1,483.24,687.05
Jayanagar,Night,6878.54,6.33,0.0943,157.0,8.0,2,801.17,437.34
Koramangala,Morning,10102.31,0.66,0.3699,178.4,11.0,0,0.0,779.13
HSR Layout,Night,2667.24,8.83,0.4226,181.5,3.0,3,1469.58,264.55
Indiranagar,Night,11376.11,0.69,0.2917,121.0,2.0,2,802.05,485.98
Koramangala,Night,8063.98,2.85,0.4411,101.7,5.0,0,0.0,383.64
Yelahanka,Morning,5373.98,0.76,0.4639,115.4,2.0,2,868.64,243.48
Indiranagar,Peak,8467.98,2.37,0.4661,147.6,10.0,1,402.25,609.28
Marathahalli,Morning,9594.84,3.46,0.3203,133.9,5.0,0,0.0,460.1
Yelahanka,Peak,7228.69,0.63,0.1451,28.5,10.0,0,0.0,418.15
Electronic City,Peak,3470.16,2.21,0.1361,114.1,13.0,1,592.34,536.12
Indiranagar,Night,6412.31,1.9,0.0892,190.7,6.0,0,0.0,429.41
HSR Layout,Peak,9078.79,0.22,0.3256,119.9,8.0,0,0.0,359.76
Whitefield,Morning,7993.33,5.12,0.5226,231.2,6.0,1,498.99,436.12
Yelahanka,Morning,6686.99,1.23,0.2424,71.9,4.0,1,599.28,211.09
Electronic City,Peak,9616.63,2.56,0.5106,137.4,3.0,2,1176.86,462.39
Jayanagar,Night,8478.61,2.17,0.1178,70.7,2.0,5,2229.17,385.48
Jayanagar,Night,8632.68,2.16,0.2343,77.2,13.0,2,734.58,676.31
HSR Layout,Morning,6178.73,0.34,0.3098,77.7,1.0,1,468.2,225.62
Indiranagar,Night,5985.23,1.65,0.4277,230.5,2.0,3,965.61,372.91
Koramangala,Peak,3600.08,1.81,0.2452,107.4,2.0,2,1065.55,136.26
Indiranagar,Peak,6481.22,3.97,0.5557,84.9,5.0,0,0.0,359.62
HSR Layout,Morning,8870.78,5.5,0.5337,119.9,9.0,0,0.0,445.88
Jayanagar,Peak,6591.81,2.36,0.2695,108.9,1.0,2,888.07,318.31
Indiranagar,Morning,7891.08,0.27,0.3522,160.6,4.0,2,796.46,463.4
Jayanagar,Peak,9222.4,0.81,0.2081,20.0,10.0,7,3342.08,605.72
Yelahanka,Morning,7745.67,0.54,0.2384,72.3,7.0,2,801.29,345.73
Electronic City,Night,7941.03,0.4,0.3622,162.3,11.0,4,1908.12,693.37
Koramangala,Peak,4284.36,1.37,0.1672,95.6,10.0,0,0.0,368.52
Yelahanka,Peak,6354.87,0.78,0.1836,82.3,3.0,1,532.0,231.1
Jayanagar,Morning,10453.25,0.74,0.1806,80.0,8.0,4,2062.55,399.53
Jayanagar,Morning,7207.59,0.17,0.0865,156.2,3.0,0,0.0,261.59
Whitefield,Peak,10793.48,0.05,0.489,154.0,8.0,0,0.0,530.34
Whitefield,Morning,5553.77,0.33,0.1027,167.9,13.0,1,490.81,716.01
Yelahanka,Peak,7467.89,0.57,0.4997,61.9,2.0,3,1470.44,330.29
Marathahalli,Night,6234.64,1.69,0.552,58.9,5.0,0,0.0,256.3
Yelahanka,Morning,8183.97,2.14,0.6259,176.9,4.0,2,760.27,423.61
Whitefield,Peak,8790.02,0.45,0.2195,130.3,11.0,0,0.0,613.7
Jayanagar,Night,8204.93,1.66,0.339,89.7,9.0,1,518.91,362.06
HSR Layout,Night,9083.7,1.25,0.0667,112.1,3.0,6,2581.89,544.15
Yelahanka,Peak,6973.65,0.61,0.4808,58.3,12.0,0,0.0,636.58
Jayanagar,Morning,6618.94,0.02,0.2851,93.5,11.0,0,0.0,443.98
HSR Layout,Peak,3483.61,1.89,0.2325,128.0,5.0,1,620.28,166.32
HSR Layout,Night,8276.9,3.47,0.2634,137.7,10.0,1,458.67,550.24
Whitefield,Peak,7344.37,0.77,0.2105,115.6,9.0,0,0.0,347.61
Yelahanka,Morning,6864.17,0.42,0.2432,110.5,13.0,1,542.95,574.47
Indiranagar,Night,6618.37,6.54,0.2869,156.7,6.0,5,2671.55,445.28
Koramangala,Peak,6926.24,0.96,0.1399,114.9,2.0,0,0.0,258.43
Whitefield,Morning,6527.53,0.76,0.2268,97.6,1.0,0,0.0,247.69
Whitefield,Night,5943.93,5.84,0.0233,81.9,12.0,1,532.92,617.46
Indiranagar,Morning,7479.18,5.1,0.5094,31.6,11.0,1,408.3,470.18
Koramangala,Night,7968.32,1.78,0.323,152.5,1.0,0,0.0,301.96
Jayanagar,Peak,5458.86,2.02,0.4417,193.2,7.0,2,865.01,293.13
Marathahalli,Morning,6198.53,0.74,0.2032,78.7,12.0,8,3584.48,625.67
Yelahanka,Night,6590.76,0.24,0.019,56.5,2.0,0,0.0,147.8
Marathahalli,Morning,7009.63,2.56,0.0827,88.9,7.0,2,1070.87,393.68
Jayanagar,Morning,6743.63,0.31,0.494,134.5,1.0,0,0.0,327.3
Electronic City,Peak,8319.44,1.79,0.1037,94.7,4.0,2,992.38,409.71
Whitefield,Morning,3695.27,8.47,0.7685,93.9,10.0,1,487.61,480.8
Koramangala,Night,4049.93,9.16,0.4246,115.9,13.0,1,399.06,664.7
Whitefield,Night,7387.14,0.82,0.0984,125.0,11.0,1,338.7,479.76
HSR Layout,Night,5794.63,2.94,0.1679,138.4,4.0,0,0.0,244.18
Whitefield,Night,8768.48,1.93,0.1159,105.2,5.0,2,890.28,289.61
Whitefield,Peak,9339.6,6.25,0.1815,104.4,10.0,1,516.44,627.26
Jayanagar,Morning,7467.49,0.95,0.1787,23.9,1.0,0,0.0,234.74
Jayanagar,Peak,4856.05,0.01,0.2449,166.8,7.0,5,1584.5,270.99
Jayanagar,Morning,9109.19,0.53,0.179,132.6,11.0,0,0.0,622.93
Marathahalli,Morning,7397.81,1.29,0.0891,195.6,2.0,2,1126.68,491.35
HSR Layout,Morning,4026.13,1.14,0.2879,145.6,12.0,1,594.98,512.93
Electronic City,Peak,4202.96,4.7,0.2198,116.3,11.0,1,333.41,392.28
Electronic City,Morning,10033.89,3.42,0.4113,45.7,13.0,0,0.0,752.63
Jayanagar,Peak,9702.27,1.07,0.391,38.3,11.0,0,0.0,628.22
Koramangala,Night,2000.0,1.84,0.0844,172.4,13.0,0,0.0,641.89
Marathahalli,Night,4284.42,0.3,0.1999,148.1,2.0,2,872.17,177.12
Indiranagar,Morning,9281.71,6.85,0.0716,193.3,8.0,2,1079.47,584.43
Koramangala,Peak,6963.01,8.22,0.063,166.6,9.0,2,902.12,488.46
Yelahanka,Night,8403.7,11.71,0.2714,101.4,6.0,3,1094.76,330.84
Yelahanka,Peak,6876.09,6.09,0.263,20.0,11.0,4,1733.94,443.62
Koramangala,Peak,8308.98,0.57,0.3663,150.2,1.0,1,523.21,325.98
Jayanagar,Morning,7011.67,0.14,0.3366,69.2,1.0,2,892.42,313.98
Indiranagar,Night,6124.78,2.6,0.4289,110.8,11.0,0,0.0,537.73
Indiranagar,Morning,9117.49,7.31,0.2388,140.6,7.0,3,1134.87,503.73
Marathahalli,Morning,7404.11,0.59,0.1512,88.5,8.0,3,1245.75,284.88
Indiranagar,Night,8304.78,0.02,0.1007,78.7,3.0,0,0.0,232.37
Yelahanka,Night,7314.9,4.91,0.4973,104.6,9.0,1,525.94,361.06
HSR Layout,Peak,6027.29,0.24,0.5314,20.0,4.0,4,1793.5,248.73
Jayanagar,Night,10216.78,1.6,0.2421,68.3,4.0,0,0.0,298.13
Indiranagar,Peak,7709.94,3.41,0.2084,67.6,3.0,1,465.61,295.71
Marathahalli,Peak,6289.9,0.81,0.4201,108.2,8.0,0,0.0,249.26
Yelahanka,Peak,9556.66,0.26,0.2894,72.6,9.0,1,530.97,366.05
HSR Layout,Night,4358.35,4.41,0.334,94.2,1.0,0,0.0,227.16
Whitefield,Morning,11472.57,2.98,0.2003,97.8,2.0,0,0.0,410.9
Whitefield,Peak,6641.7,13.39,0.1796,226.4,1.0,0,0.0,633.25
HSR Layout,Morning,4463.97,1.27,0.053,158.5,4.0,3,1273.0,184.59
Yelahanka,Morning,10811.88,0.19,0.4108,114.0,10.0,1,436.2,497.93
Marathahalli,Night,6073.66,3.98,0.0488,142.5,7.0,1,531.23,313.58
HSR Layout,Morning,7486.49,2.21,0.1638,166.0,7.0,1,434.08,379.67
Jayanagar,Morning,8435.38,0.72,0.0823,134.4,12.0,0,0.0,541.4
Jayanagar,Night,9368.35,4.57,0.492,68.3,6.0,8,2829.03,473.28
Whitefield,Peak,7599.55,0.68,0.2125,113.1,13.0,3,1580.1,772.77
Indiranagar,Morning,5705.37,0.91,0.4714,71.2,11.0,1,463.93,419.24
Marathahalli,Night,7437.99,0.29,0.358,103.5,5.0,1,512.55,274.56
Whitefield,Morning,6161.37,1.53,0.328,112.1,11.0,2,1139.1,456.52
Indiranagar,Morning,7498.02,1.63,0.2774,172.6,4.0,0,0.0,351.22
Indiranagar,Peak,10256.3,2.17,0.084,80.3,12.0,0,0.0,724.24
Electronic City,Morning,8511.85,3.7,0.2377,76.3,13.0,1,451.05,726.58
Jayanagar,Night,7413.29,7.1,0.308,84.2,8.0,7,4040.16,341.82
Yelahanka,Morning,8476.98,0.44,0.2282,89.5,7.0,0,0.0,326.64
Koramangala,Peak,8620.16,0.17,0.447,104.1,11.0,1,394.84,602.98
Yelahanka,Peak,4844.25,0.06,0.3766,136.5,11.0,0,0.0,448.05
Koramangala,Night,7083.45,0.47,0.2104,80.7,10.0,0,0.0,515.57
HSR Layout,Peak,12125.06,3.22,0.238,125.7,1.0,1,469.96,442.73
Jayanagar,Morning,9425.64,3.9,0.409,126.4,6.0,0,0.0,428.86
Indiranagar,Peak,5993.13,4.63,0.0193,147.7,2.0,4,1691.62,374.6
Marathahalli,Night,5793.58,0.84,0.2695,109.5,4.0,1,429.33,155.72
Koramangala,Peak,5726.95,1.1,0.2606,161.6,5.0,0,0.0,369.75
Yelahanka,Peak,8732.64,1.98,0.5447,138.5,8.0,1,519.4,376.02
Indiranagar,Peak,10215.28,0.2,0.1509,136.2,6.0,3,1398.41,409.42
Koramangala,Night,8164.33,2.83,0.2106,92.5,11.0,0,0.0,518.22
Koramangala,Peak,7314.32,12.36,0.0886,133.7,2.0,1,540.51,395.97
Electronic City,Peak,6111.69,1.34,0.4518,137.6,5.0,2,892.21,301.79
Koramangala,Morning,7658.75,4.19,0.0688,90.1,5.0,0,0.0,249.89
Marathahalli,Night,5359.76,2.08,0.1087,179.7,6.0,4,2090.57,362.65
Jayanagar,Peak,3128.47,0.41,0.1757,251.2,1.0,0,0.0,255.06
Marathahalli,Night,10273.65,2.62,0.1041,87.1,8.0,0,0.0,288.27
Whitefield,Peak,4988.37,1.07,0.3742,96.5,3.0,1,264.2,166.86
Indiranagar,Peak,6350.34,0.11,0.1305,97.7,5.0,0,0.0,167.4
Jayanagar,Peak,8312.71,3.02,0.265,54.5,7.0,2,1052.72,266.49
Electronic City,Morning,9868.93,5.88,0.3322,76.2,3.0,1,506.95,309.15
Jayanagar,Morning,7514.26,1.27,0.181,162.9,10.0,0,0.0,476.64
Jayanagar,Morning,4612.58,1.48,0.1958,115.9,13.0,4,2032.15,539.36
Yelahanka,Night,6397.31,6.65,0.2498,216.0,6.0,2,873.23,513.06
Jayanagar,Night,5643.03,5.04,0.3328,105.6,5.0,1,356.86,301.02
Electronic City,Morning,6923.58,3.77,0.2102,140.8,7.0,1,489.05,408.51
Marathahalli,Night,9463.97,0.86,0.4813,74.8,10.0,0,0.0,574.0
Jayanagar,Peak,2000.0,7.23,0.2505,114.5,11.0,2,678.79,367.86
HSR Layout,Peak,6177.22,0.5,0.0166,124.4,3.0,3,1536.94,256.89
Indiranagar,Peak,6031.9,2.96,0.3481,20.0,13.0,0,0.0,684.63
Jayanagar,Morning,4486.48,0.09,0.0782,78.8,2.0,1,450.83,150.89
Indiranagar,Night,8170.98,3.1,0.2144,151.8,4.0,1,515.18,444.94
HSR Layout,Morning,4170.05,0.97,0.2078,149.1,3.0,0,0.0,238.62
HSR Layout,Night,4400.21,1.79,0.1461,57.6,4.0,3,1358.53,176.77
Indiranagar,Peak,8702.14,1.27,0.6139,102.0,7.0,0,0.0,390.78
Koramangala,Morning,10001.14,0.57,0.307,20.0,5.0,0,0.0,399.19
Whitefield,Night,6847.81,2.92,0.1631,119.8,4.0,0,0.0,350.34
Yelahanka,Night,4565.21,6.41,0.4263,183.0,6.0,1,425.27,290.79
Koramangala,Peak,5588.89,9.59,0.1811,185.2,7.0,0,0.0,427.21
Koramangala,Morning,9016.0,0.64,0.187,183.4,12.0,3,1399.8,797.58
Marathahalli,Morning,7232.88,3.79,0.2272,146.3,11.0,2,1233.45,628.79
Yelahanka,Morning,6797.92,3.27,0.0895,177.9,5.0,0,0.0,350.02
Yelahanka,Peak,7626.1,1.26,0.2713,110.5,12.0,2,1080.21,596.85
Koramangala,Morning,6924.68,0.06,0.4895,93.9,7.0,2,1096.63,303.1
Jayanagar,Peak,10091.42,3.51,0.2717,177.0,3.0,0,0.0,508.16
Marathahalli,Peak,5501.71,8.73,0.3833,134.4,7.0,0,0.0,313.3
Marathahalli,Peak,5272.08,3.0,0.2732,30.2,12.0,0,0.0,476.85
HSR Layout,Night,4233.09,1.71,0.5359,180.8,3.0,0,0.0,294.67
Electronic City,Morning,5920.02,2.23,0.2714,109.0,6.0,3,1715.37,257.47
Yelahanka,Morning,4816.05,0.67,0.2197,86.6,8.0,1,430.22,146.54
Koramangala,Peak,7436.15,4.17,0.2546,168.9,13.0,4,2206.05,841.26
HSR Layout,Peak,7041.89,4.12,0.1298,162.2,6.0,3,1086.75,380.06
Indiranagar,Morning,4841.85,0.47,0.1274,72.2,10.0,0,0.0,435.54
Whitefield,Peak,8178.28,6.31,0.2067,112.1,11.0,3,1744.25,589.02
Electronic City,Morning,10033.63,0.94,0.3081,74.6,3.0,0,0.0,354.4
Electronic City,Night,7715.68,12.1,0.3987,75.9,12.0,0,0.0,753.96
Electronic City,Peak,2000.0,1.45,0.3718,20.0,5.0,2,866.19,73.22
Marathahalli,Morning,10974.26,0.59,0.1982,69.3,9.0,0,0.0,470.59
Indiranagar,Peak,8493.85,1.3,0.5823,111.4,8.0,0,0.0,364.66
Electronic City,Morning,10912.84,1.74,0.0824,20.0,6.0,2,779.89,405.79
